report_date_as_yyyy_mm_dd,cftc_contract_market_code,market_and_exchange_names,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all,noncomm_net,comm_net,nonrept_net,rsi_noncomm_net,rsi_comm_net,rsi_nonrept_net,ci_noncomm_net,ci_comm_net,ci_nonrept_net,cot_signal
2015-04-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2716999,370350,418558,1877731,1977712,385100,236911,-48208,-99981,148189,42.45546873088204,53.760820485380926,50.80453088830548,28.14681237538718,63.203917232664665,37.77602219242874,0
2015-04-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2745013,382688,417277,1893416,1999219,380335,239943,-34589,-105803,140392,44.59120537617425,53.22783861426941,50.14783262197322,32.6202277602047,61.364713315432006,35.769594005162105,0
2015-05-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2745079,353205,432502,1885615,1973686,416327,248959,-79297,-88071,167368,39.41901905960476,54.70085230932548,52.43845792338403,17.935048596945897,66.96635602590429,42.71141865306574,0
2015-05-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2756816,351885,424656,1909908,1994284,401271,244124,-72771,-84376,157147,40.50384573036526,55.01875355835103,51.47339999384777,20.078635409584063,68.13362817880272,40.08121440758001,0
2015-05-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2770193,362382,393400,1928511,2014269,374904,258128,-31018,-85758,116776,47.038326064407634,54.863670147611565,47.7364730901625,30.869879856912085,67.6970462802085,29.69240943795821,0
2015-05-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2782314,348965,418185,1941399,2004755,389699,257123,-69220,-63356,132576,42.444956851220915,56.980488092194896,49.288192180643186,17.76766391488807,74.77396935713158,33.75827648410581,0
2015-06-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2849220,362278,387109,1995076,2114661,399438,255022,-24831,-119585,144416,48.71208384747028,50.56977242153355,50.47483394226177,32.99184755581012,57.010898752171855,36.80510343514299,0
2015-06-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2971541,351579,444381,2071214,2191893,465785,252304,-92802,-120679,213481,41.29670282225026,50.45084269491671,56.8217986044662,1.5985113442740562,56.6652977412731,54.577831760597626,0
2015-06-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3213131,359995,444039,2184545,2394132,575440,281809,-84044,-209587,293631,42.511061600500774,41.83911788947391,62.782738558457254,3.7317976079286987,28.578739535618386,75.20310035228937,0
2015-06-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2575407,331254,423439,1847639,1820690,317591,252355,-92185,26949,65236,41.6485948280321,60.94122947960417,44.09951648201011,0.6534143546966047,100.0,16.42944820008183,-1
2015-06-30,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2641281,357634,491751,1857527,1835153,354462,242719,-134117,22374,111743,37.43571509690677,60.5271543155745,47.52395248210333,0.0,98.60092598822025,28.39725065041006,-1
2015-07-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2686827,328557,509021,1864400,1855382,430797,259351,-180464,9018,171446,33.41270536711909,59.26122747250479,51.621190369866746,0.0,94.51654729940489,43.76082408434358,0
2015-07-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2630905,327058,462172,1853862,1841249,385472,262971,-135114,12613,122501,40.18611453347433,59.50672573094548,48.2922618351138,12.919933448810283,95.61592895456297,31.16564290879334,0
2015-07-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2651956,356805,447312,1851024,1858579,368945,270883,-90507,-7555,98062,46.004275371497044,57.416348497740586,46.67377501500048,25.628190810465856,89.44838257869982,24.876672988489478,0
2015-07-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2705198,364155,457303,1899353,1915110,365309,256404,-93148,-15757,108905,45.7207141868037,56.54637702396766,47.514247991675745,24.8757863068648,86.94014103889273,27.666938582247603,0
2015-08-04,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2711872,360640,477289,1882311,1894564,393774,264872,-116649,-12253,128902,43.170712715600196,56.84719754851429,49.10733031662758,18.180497310602608,88.0116941180788,32.81283372919781,0
2015-08-11,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2779583,346560,508975,1931424,1917398,417758,269369,-162415,14026,148389,38.649894583814365,59.1322273164566,50.678411658955405,5.142048044489014,96.04803640344709,37.827488863898964,0
2015-08-18,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2843824,352165,498752,1970227,1984289,428424,267775,-146587,-14062,160649,40.952895915632936,55.73512592936022,51.688875443966644,9.651346977846659,87.45848649243736,40.98239582502361,0
2015-08-25,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3147605,438027,513771,2026424,2257450,596355,289585,-75744,-231026,306770,49.99990966976525,37.71241375991456,61.747715911995385,29.834077855775366,21.109045204616486,78.58420333452565,0
2015-09-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3220963,398051,578557,2097199,2277676,655684,294701,-180506,-180477,360983,40.192702011424316,42.38678144246566,64.68555901094848,0.0,36.56736044427863,92.53501663660155,0
2015-09-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3282448,376080,603006,2120401,2319575,722647,296547,-226926,-199174,426100,36.752752561023556,41.1565017226419,67.87684045326958,0.0,30.849658411875158,100.0,0
2015-09-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3538131,346836,605736,2393356,2542800,706233,297889,-258900,-149444,408344,34.55873921343036,45.673177760232555,66.12217101843767,0.0,46.05751646778919,95.81925506641018,0
2015-09-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2885655,325575,565618,2055253,1975377,435191,275024,-240043,79876,160167,36.94929909688659,60.6663333477577,47.600312148242224,4.391026536638072,100.0,37.38465631761983,-1
2015-09-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2916818,333127,560702,2077954,2011823,425409,263965,-227575,66131,161444,38.54773325712611,59.60452659547124,47.681521607940354,7.29431544042995,96.38221878298313,37.68533278079815,0
2015-10-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2931539,297560,575739,2142741,1985992,427164,305734,-278179,156749,121430,34.70237530800769,64.06946828705692,45.31181212711734,0.0,100.0,27.745445404138856,-1
2015-10-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2935847,300998,545412,2156609,2007475,400616,305336,-244414,149134,95280,39.06990975914498,63.43493890961703,43.78047818254345,7.524686722098043,98.33297577506228,21.54379574161295,-1
2015-10-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2978653,320754,580230,2203482,2018433,381564,307137,-259476,185049,74427,37.8535931461918,65.18616848719691,42.54568138261144,4.168050222520352,100.0,16.59836551550768,-1
2015-10-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2845888,345929,511968,2134461,1946955,289501,310968,-166039,187506,-21467,48.5535202686546,65.30857734892766,37.331374897742734,24.99091867365836,100.0,0.0,-1
2015-11-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2860279,333999,491592,2186527,1959633,249683,318984,-157593,226894,-69301,49.40156498903416,67.29390928827856,35.025402255052015,26.87314891369509,100.0,0.0,-1
2015-11-10,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2926441,336414,464188,2194358,2056871,298020,307733,-127774,137487,-9713,52.385756311629336,59.03516403157708,39.997676001855204,33.518451249434506,83.03301850091187,12.02823571207971,0
2015-11-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2875410,312786,438568,2135610,2035293,321747,296282,-125782,100317,25465,52.586928809728924,55.96031240553845,42.781519218069626,33.962377680662684,75.97917817161878,19.12914992097311,0
2015-11-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2876955,317780,415835,2168030,2045421,288869,313423,-98055,122609,-24554,55.410890185077406,57.393587372055045,39.9437682664196,40.141468121758855,80.2095846451351,9.032480758012195,0
2015-12-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2906354,316333,412712,2202695,2073544,278448,311220,-96379,129151,-32772,55.58310269560791,57.82736011851629,39.48041144535549,40.51497248859541,81.45107572488315,7.373622580495397,0
2015-12-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2933232,321242,402087,2226077,2115123,261467,291576,-80845,110954,-30109,57.23183622578913,56.115975024159866,39.72441585106999,43.97679637549223,77.99778725374658,7.911166913268241,0
2015-12-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3144839,339645,414993,2298013,2225341,361454,358778,-75348,72672,2676,57.82838993975302,52.5898643745666,42.78296694681387,45.20182829941857,70.73292000903317,14.529038092373654,0
2015-12-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2550333,307567,402786,1771511,1799518,383572,260346,-95219,-28007,123226,54.84998247119102,44.64461608536873,52.35617767228524,40.77348386421021,51.626823950036716,38.862860591722665,0
2015-12-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2506414,298004,395166,1772340,1754333,347251,268096,-97162,18007,79155,54.5541075009984,48.475959771433985,49.12049870578876,40.34047731005542,60.35901143758291,29.96683494785033,0
2016-01-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2573728,312164,416335,1740588,1782462,423227,277182,-104171,-41874,146045,53.434359527705965,44.18954211206795,53.788593379266466,44.16144071345365,48.995249996678986,43.469028120653775,0
2016-01-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2745684,316285,478557,1857264,1893995,478554,279551,-162272,-36731,199003,45.15960377685625,44.64229198084723,57.14126644896678,30.85110913552907,49.97124948049804,54.15895405943871,0
2016-01-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2863447,340376,528912,1921757,1981208,514415,266428,-188536,-59451,247987,41.99381556596427,42.98339304468572,60.0298513437585,23.860387864721133,45.65962041723361,64.04670156095769,0
2016-01-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2899270,380557,512428,1955893,2019038,473930,278914,-131871,-63145,195016,50.11855541152817,42.70552998834104,55.661017275867955,38.942980798407234,44.95860114964124,53.354151485362365,0
2016-02-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2989501,355721,581626,2031332,2008894,508336,304869,-225905,22438,203467,40.08468772250788,50.66304952946492,56.20859002202715,13.913835048363312,61.199892968363045,55.06004226878831,0
2016-02-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3067305,334857,569178,2083718,2109490,549479,289386,-234321,-25772,260093,39.325842232073306,46.72610833609631,59.79173135416417,11.814939333204027,52.05096527734289,66.49037850145639,0
2016-02-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3102033,376334,535139,2084985,2167738,553303,311745,-158805,-82753,241558,48.70872485553551,42.52036995876391,58.11552094119877,39.47853176663569,41.23754381370423,62.74896497988498,0
2016-02-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3092895,372637,580759,2062116,2081327,559487,332154,-208122,-19211,227333,43.930753566376474,48.12743812733253,56.79946005961519,25.56694183508872,53.29606203280406,59.87755373929403,0
2016-03-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3149871,379010,570432,2084090,2132694,586726,346700,-191422,-48604,240026,45.867183999845956,45.89707978950472,57.71952895899206,34.24420165148334,47.718081704611656,62.439720549615366,0
2016-03-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3271582,349357,555012,2188113,2272572,624679,334565,-205655,-84459,290114,44.45792432787491,43.263228099304044,61.228634028568344,28.626237428359413,40.464804110346044,72.55031782333907,0
2016-03-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3396546,364788,570733,2314424,2366935,598155,339699,-205945,-52511,258456,44.4279719250938,46.224442262715364,57.95463035415654,28.511770371189037,38.98388364779874,66.159939120026,0
2016-03-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2820719,356773,503202,2119398,1891586,241743,323126,-146429,227812,-81383,51.63034906581411,63.985869726284875,35.815201389807356,52.0035682144718,100.0,0.0,-1
2016-03-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2849125,374694,496791,2117923,1937844,264105,322087,-122097,180079,-57982,54.24143272228967,60.33174385443455,37.58337315899154,61.60774902505645,89.59698194133877,4.611188946230711,-1
2016-04-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2867791,389193,493403,2113284,1948236,261074,321912,-104210,165048,-60838,56.116817272789625,59.185521867696906,37.44778341037387,68.66799816852709,86.32109807818881,4.048411473881884,0
2016-04-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2857883,380512,469973,2103333,1957986,262562,318448,-89461,145347,-55886,57.65781135399608,57.639803292776854,37.866350500596255,74.48963481061622,82.02742580169907,5.024207707450299,0
2016-04-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2874380,389847,455785,2138161,1956763,228625,344085,-65938,181398,-115460,60.0663659884172,59.71324105018954,34.845495831487355,83.77449200309457,89.88444723410005,0.0,0
2016-04-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2868896,428009,426549,2105895,1981037,240179,366497,1460,124858,-126318,66.0289107894341,55.15360565917427,34.30827478181301,100.0,77.56201535182352,0.0,0
2016-05-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2811993,428832,418745,2043036,1942386,240293,351030,10087,100650,-110737,66.71400738056312,53.277776204065646,35.836971731386555,100.0,72.2860791826309,2.820509107234015,0
2016-05-10,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2865334,446765,427089,2063245,1976602,248879,355198,19676,86643,-106319,67.49859715803055,52.172098260281295,36.28969775992671,100.0,69.23336776814475,3.6202658132066663,0
2016-05-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2850259,426661,435514,2082224,1981771,240504,332104,-8853,100453,-91600,62.75886168318277,53.203270685831406,37.862738595213415,90.42184955767067,72.24314463928445,6.284733661828542,0
2016-05-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2973946,529733,446311,2088721,2100695,264458,335906,83422,-11974,-71448,70.07762370634364,44.745417302535216,40.045356380704035,100.0,47.74059689912344,9.932695893327155,0
2016-05-31,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2989845,528450,484026,2100268,2076018,278068,346742,44424,24250,-68674,64.32413095179157,47.63398035343659,40.35593090702689,89.21518469252021,55.635322270605315,10.434851869417724,0
2016-06-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3123389,486425,518190,2220540,2166636,328325,350464,-31765,53904,-22139,54.84955216396221,49.941081182074015,45.459995050896936,68.14527614691332,62.098169724390736,18.858726544030063,0
2016-06-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3341912,589717,471522,2236389,2345429,377540,386695,118195,-109040,-9155,65.59218854089924,39.613473924425016,46.82725598109094,100.0,26.5858538307638,21.209120629668114,0
2016-06-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2781212,509973,455153,1887630,1947197,303535,298788,54820,-59567,4747,59.183399916285204,43.43802855233082,48.32109231108182,84.01131254824989,37.36809069867796,23.725693225057835,0
2016-06-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2950885,506355,444424,2016153,2090478,346324,333930,61931,-74325,12394,59.65967797686588,42.57185026827927,49.16706744636086,85.80532527360522,34.15170495904873,25.109971072629783,0
2016-07-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3003946,524300,484429,2035651,2084765,350754,341511,39871,-49114,9243,57.42118659903138,44.60403221404311,48.812485036451335,80.239874461998,39.64623679817277,24.539569673689126,0
2016-07-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2969096,555734,485063,1977612,2058882,346647,336048,70671,-81270,10599,59.695042209096215,42.536482462233984,48.98299658447868,88.01031349180319,32.63809884970294,24.78503596913931,0
2016-07-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2966710,616984,470752,1925951,2065661,331196,337718,146232,-139710,-6522,64.67859399802849,38.99844812066147,46.860482277844525,100.0,19.901577463069756,21.685752455568068,1
2016-07-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2963940,626042,463960,1924786,2077883,323637,332622,162082,-153097,-8985,65.63837135131513,38.21432474621542,46.54799937241647,100.0,16.983989992110505,21.239894427770274,1
2016-08-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2943229,600484,489234,1949408,2028456,308670,340872,111250,-79048,-32202,60.006847342051444,44.82301855439918,43.59678761230681,88.45412153245461,33.12236562795584,17.037098718723865,0
2016-08-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2920958,579965,479270,1965257,2025521,281684,322115,100695,-60264,-40431,58.877255813036676,46.389521030402776,42.566651793801,86.05668001480939,37.21618523313239,15.54746586823746,0
2016-08-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2942915,611000,456989,1959106,2054894,279270,337493,154011,-95788,-58223,62.697112521667954,43.853814505425035,40.34686053769594,98.1667692573269,29.474019152729287,12.326716363333563,0
2016-08-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3004043,666470,474100,1981765,2084239,266877,356773,192370,-102474,-89896,65.20159890178907,43.37327345401267,36.67979509331962,100.0,22.64711255169959,6.5931957322172705,0
2016-08-30,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3052142,676562,476507,2029465,2110464,254566,373622,200055,-80999,-119056,65.69847818611228,45.441219745224004,33.64767129873957,100.0,27.676551456019638,1.3145842459876398,0
2016-09-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3151038,668701,485068,2116987,2181765,261854,380709,183633,-64778,-118855,63.60835154407646,47.01519631422049,33.68836273318857,96.56611616907205,23.18637784877753,1.3958351257429926,0
2016-09-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3514714,623044,529502,2413414,2490314,357243,373885,93542,-76900,-16642,53.54434433395837,45.94839079141448,50.3598595296624,77.7278487100457,20.003990454412996,26.33707303953587,0
2016-09-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2898741,536166,440713,1994071,2059169,283603,313958,95453,-65098,-30355,53.71164301885844,47.204450627665196,48.59469682268929,78.12744388730202,23.102368282188134,23.04409843623929,0
2016-09-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2887362,530452,470323,1991289,2017067,285157,319508,60129,-25778,-34351,50.11872104882422,51.26759390942414,48.065988919548616,70.74110163643739,33.42504377686009,22.084518000537905,0
2016-10-04,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2925178,533493,488358,1998552,2037409,324793,331071,45135,-38857,-6278,48.63165349554017,49.89215039174846,52.01577386314145,66.28736690234174,29.991415272414145,28.825834710108733,0
2016-10-11,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2944782,501312,535145,1992244,2020100,379831,318142,-33833,-27856,61689,41.62648240856743,51.080980718616246,59.95630704706065,49.10288968535311,32.87950665382021,45.14710685057825,0
2016-10-18,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2946199,512423,489391,1986527,2071300,374040,312299,23032,-84773,61741,47.49196881901364,45.11684701047401,59.96176608369089,59.24659741790522,17.93709258641828,45.159593883275065,0
2016-10-25,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3000750,499073,520543,2061295,2083690,367025,323160,-21470,-22395,43865,43.78410469329899,51.76397154510598,57.08089170931991,49.00155625541006,34.313182413647354,40.866936258500786,0
2016-11-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2986724,490171,510898,2003364,2060328,398684,320993,-20727,-56964,77691,43.86290855718222,48.27455290768601,60.90825705982244,49.17260622133819,25.237786452932326,48.989751027778844,0
2016-11-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2930959,484483,487830,1979957,2044646,370589,302553,-3347,-64689,68036,45.77765945764764,47.50391346963708,59.28320520506359,53.173748089213035,23.209743009485205,46.67124524532216,0
2016-11-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2913769,461133,475057,2004836,2031118,361287,321081,-13924,-26282,40206,44.77671040030985,51.637598737568744,54.74888735006838,50.73876088918357,33.29272870948179,39.98828140008453,0
2016-11-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3036641,463719,534167,2112378,2092163,370815,320582,-70448,20215,50233,39.77187782074919,56.14032098480851,56.05310762350432,37.72607142199385,45.49958126481653,42.396117493372266,0
2016-11-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3081271,459497,598768,2189975,2108057,356367,299014,-139271,81918,57353,34.68792933814336,61.290799018281305,57.00081779647852,21.88196401274472,61.6984634125211,44.10588043185923,0
2016-12-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3051926,422175,555467,2167162,2093804,377431,317497,-133292,73358,59934,35.459783235339756,60.234039309731955,57.35978883653829,23.258421275576918,59.451207506254775,44.72566949706074,0
2016-12-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3389480,452172,570881,2396908,2320006,433058,391251,-118709,76902,41807,37.40289986575718,60.53740830920242,53.95305745036021,26.61565095677478,60.38161345623233,40.37273792599992,0
2016-12-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2757555,399972,434877,2061251,1976801,233484,283029,-34905,84450,-49545,47.23444000104643,61.21604091492645,40.80136031624886,45.9086137355655,62.36318910815969,18.435903100626273,0
2016-12-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2754179,425301,415593,2030801,1981111,236433,295831,9708,49690,-59398,51.593127471455034,56.4054059156688,39.67792066150686,56.179208796066085,53.23764993738662,16.069850539824028,0
2017-01-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2812086,473023,391607,2021109,2043965,245042,303602,81416,-22856,-58560,57.648792457519015,47.938247115749036,39.82966683276433,72.68748733815865,34.192156131779505,16.271083874438084,0
2017-01-10,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2831782,451412,430027,2059337,2049972,242821,273571,21385,9365,-30750,51.805914534979195,51.42589034166145,44.793039966794666,58.86743282317624,42.651131897644845,22.94924501479233,0
2017-01-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2810749,450996,415665,2032122,2029506,250548,288495,35331,2616,-37947,52.99774386506303,50.6603526635562,43.78641183311123,62.07801535996463,40.879317632295376,21.220991662504325,0
2017-01-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2869436,480582,407679,2032991,2105973,284094,284015,72903,-72982,79,56.14436912317078,42.94805455053851,50.159562645080044,70.72766451185149,21.032582585341906,30.352374457294346,0
2017-01-31,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2839486,486150,415317,2035062,2063746,243056,285205,70833,-28684,-42149,55.922241991152866,47.948485833319374,44.170610507512606,70.25111884634511,32.66213190027014,20.211943366504016,0
2017-02-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2890204,476543,422233,2066094,2102439,268303,286268,54310,-36345,-17965,54.08291585428625,47.17835270608896,47.999862096449824,64.29367651778519,30.6508903701409,26.019374111499598,0
2017-02-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3018235,486939,429166,2150771,2174070,276339,310813,57773,-23299,-34474,54.421280175561996,48.68972631414059,45.6957472473069,65.1420829689081,34.07585538803231,22.054981365505054,0
2017-02-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3056454,508312,477537,2184117,2162810,259947,312029,30775,21307,-52082,51.25045861802805,53.580330614674345,43.30790696857557,58.30541871921182,45.786263910802845,17.82667998616821,0
2017-02-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3117551,578611,491977,2125597,2198575,299947,313603,86634,-72978,-13656,56.852027590510154,44.0277864489917,49.508682695605266,72.06379310344828,21.033632704924273,27.054116878626044,0
2017-03-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3231427,615518,477881,2165478,2303426,319131,318820,137637,-137948,311,61.23225757375065,38.88340776843863,51.581666954019155,84.62610837438423,3.9770653883210954,32.909967929225985,1
2017-03-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3542383,649218,487353,2429276,2593209,305180,303112,161865,-163933,2068,63.14618513895795,37.02028948947891,51.84948114501466,88.97784601886379,0.0,62.931537334137225,1
2017-03-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2867968,523742,434594,1993103,2069273,272231,285209,89148,-76170,-12978,54.45643542334083,46.36741838774953,49.33299130447034,67.31550190672098,25.41416785634652,55.55637251297737,0
