report_date_as_yyyy_mm_dd,cftc_contract_market_code,market_and_exchange_names,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all,noncomm_net,comm_net,nonrept_net,rsi_noncomm_net,rsi_comm_net,rsi_nonrept_net,ci_noncomm_net,ci_comm_net,ci_nonrept_net,cot_signal
2009-08-25,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2651182,436934,404771,1956898,2029213,221416,181264,32163,-72315,40152,41.617356658939215,47.954502569619066,60.81852977573011,39.097801085039464,71.78897316668572,49.815358897388975,0
2009-09-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2673739,458156,358009,1964241,2045280,214146,233254,100147,-81039,-19108,48.601155067904465,47.22945169209262,54.31753514951297,47.45115416579911,69.75355160530927,41.94070489182649,0
2009-09-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2688470,456292,376261,1999185,2036827,194788,237177,80031,-37642,-42389,46.81661007980298,51.18343678482463,51.967365271788296,43.87129151606721,79.87863064004722,38.847052851605426,0
2009-09-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3084056,494556,387914,2298904,2338685,235119,301980,106642,-39781,-66861,49.46034226270898,50.98067562470567,49.54089185008075,48.60701059401589,79.37957439064509,35.59513700914634,0
2009-09-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2284722,420038,306277,1670317,1732646,167242,218674,113761,-62329,-51432,50.173918950530535,48.78666667554783,51.09143120106162,49.873914660601756,74.11883558208064,37.64539074947412,0
2009-09-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2338950,439866,290356,1703052,1779922,176823,249463,149510,-76870,-72640,53.70850948332922,47.37082501163455,48.868535109651155,56.23584098120554,70.72623300024031,34.8272054280099,0
2009-10-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2334675,462070,299497,1673668,1689030,167478,314689,162573,-15362,-147211,54.96566736758134,53.51605992447858,41.95623564127065,58.560544987640604,85.07684159688668,24.91797789090561,0
2009-10-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2323932,448687,296948,1682604,1700133,173637,307847,151739,-17529,-134210,53.66399335716104,53.28001846958086,43.457845301716986,54.47172546763021,84.57125258685655,26.645591402993325,0
2009-10-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2392419,436555,359342,1759016,1718612,177145,294762,77213,40404,-117617,45.65461080271646,58.54431170116109,45.399322753847834,30.299180588197927,98.08776763903698,31.801217490142314,0
2009-10-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2472585,460894,336658,1798948,1792438,179603,310349,124236,6510,-130746,50.658582833184376,54.66355202946624,44.108768265845995,25.345820016681948,90.1798608988612,35.24739164843672,0
2009-11-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2531749,487310,278862,1839694,1876744,170803,342201,208448,-37050,-171398,58.09940161432016,50.06989609274841,40.28971176533714,48.52766697773263,80.01675186475319,28.44640359753453,0
2009-11-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2560834,475362,342296,1889569,1823572,171630,370693,133066,65997,-199063,50.725255937316106,58.87440227938748,37.885682711519294,27.776539019509066,100.0,24.586572041124416,0
2009-11-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2606977,467806,299995,1890184,1907422,218427,369000,167811,-17238,-150573,53.64564010511469,51.044649123902154,44.173398918552984,37.34112925203776,80.02212962874069,37.99428092776061,0
2009-11-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2639563,470389,299610,1965106,1922108,169206,382983,170779,42998,-213777,53.897002920013975,55.64219844863071,38.677522852084195,38.15815915015677,94.47983371576149,25.90267010459409,0
2009-12-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2657480,473537,312050,1974148,1921550,171550,385635,161487,52598,-214085,52.92931197018211,56.34584028676469,38.652285596340775,35.60026096507528,96.78400330264307,27.29168834576771,0
2009-12-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2770435,454000,311602,2062054,1928626,209779,485605,142398,133428,-275826,50.907178798543,61.83529912329124,33.87992218235459,30.34544838920133,100.0,13.32484266628059,-1
2009-12-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3378983,532436,331721,2541970,2461235,243270,524720,200715,80735,-281450,56.38879103684333,56.819221924112696,33.474480394492716,46.39892971285583,89.1145234027521,12.052599908608451,0
2009-12-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2375469,377440,304897,1801931,1822904,189058,240628,72543,-20973,-51570,44.60131862468949,48.62069574923641,56.42747628483346,11.115790864570688,68.10338238301723,64.05529641175059,0
2009-12-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2400627,376329,315818,1831543,1839230,183815,236639,60511,-7687,-52824,43.67827395396363,49.64287082178182,56.31333483578643,7.803626533651556,67.32791094502828,65.79693637719485,0
2010-01-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2406829,379409,286336,1812522,1859405,192185,238375,93073,-46883,-46190,46.88213424380878,46.69160675452015,56.81105809140083,16.767281366047563,56.895261636732656,76.96815789543882,0
2010-01-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2445201,383303,334458,1846532,1826040,199512,268849,48845,20492,-69337,43.28079712767967,51.97661493023175,54.478831457460686,4.592214541920956,69.72363189881426,70.79366518975355,0
2010-01-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2479545,396022,346720,1878802,1846906,189981,271179,49302,31896,-81198,43.32923878928991,52.82906252946291,53.271995842095755,4.718017326098986,72.78086521525829,67.62972783363253,0
2010-01-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2633024,501352,409006,1889805,1926274,212981,268858,92346,-36469,-55877,47.84724931360482,47.397422944517565,55.53647563262066,16.567153085746845,47.57656918225409,74.38413789976019,0
2010-02-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2710912,554666,455450,1867372,1923817,265977,308748,99216,-56445,-42771,48.55224012938489,45.912021471985845,56.70595712671746,18.458324042646318,36.2095205458742,77.88018064399103,0
2010-02-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2835286,672728,432358,1895447,2016966,248719,367570,240370,-121519,-118851,60.39761306908205,41.36425661186131,48.69857194780026,57.315142856356346,14.347003705682157,57.58574054166522,0
2010-02-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2827987,693451,462331,1923118,2037876,194229,310591,231120,-114758,-116362,59.431928441690324,42.006996576116144,48.95253776558561,54.76880641511615,16.61845584258074,58.24968456656913,0
2010-02-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2847974,707401,468932,1950668,2025239,165976,329874,238469,-74571,-163898,59.97941091112389,45.80938339430419,44.42884352776662,56.79183630772958,24.12367899784408,45.56939402103601,0
2010-03-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2870663,719461,476567,1927973,2025890,196147,341124,242894,-97917,-144977,60.32659121747955,44.004339454066255,46.54624112766597,69.9851880388432,9.257610405299925,50.61659566635812,0
2010-03-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2971944,705372,502237,2025881,2126061,204103,307058,203135,-100180,-102955,55.65482315712872,43.824077997360504,51.01072548599034,73.01035550336287,8.369974935967084,55.50183145627203,0
2010-03-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3578829,701546,532280,2412454,2430102,413300,564918,169266,-17648,-151618,51.963179219958654,51.60962076476725,46.19868258360283,65.06066976382212,40.742193475506674,40.370395706494364,0
2010-03-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2348917,351567,375215,1644247,1710373,327163,237389,-23648,-66126,89774,36.93512809096701,47.449751903709185,64.22636060163157,0.0,21.72726096012112,100.0,0
2010-03-30,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2419469,296557,306195,1765846,1856916,317768,217060,-9638,-91070,100708,38.330017721868074,45.421076866132964,64.80168088652067,5.256207276901952,11.943266639732963,100.0,0
2010-04-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2408236,298248,309286,1765619,1830060,303921,228442,-11038,-64441,75479,38.23899843671646,47.97811983959957,62.31155776394929,4.730961724606254,22.38818264188243,93.3982802924445,0
2010-04-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2426056,294221,336297,1790849,1838725,315432,225480,-42076,-47876,89952,36.187356196286395,49.56118646223421,63.185527394932656,0.0,28.885611519256944,97.18545732393407,0
2010-04-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2496089,307929,359109,1858429,1864025,304098,247322,-51180,-5596,56776,35.584274097091395,53.45449743437283,59.76431345352755,0.0,45.46945051324393,88.50423123420155,0
2010-04-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2575827,344195,393715,1903344,1916129,291506,229201,-49520,-12785,62305,35.7943871826201,52.709488938683755,60.15155438368468,0.5644837693913777,42.64964875052462,89.951015025199,0
2010-05-04,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2566615,362531,411097,1851786,1857475,311004,256749,-48566,-5689,54255,35.923742207917286,53.3998778951031,59.257331250455074,0.8888919115596755,45.432972343271345,87.8445564400065,0
2010-05-11,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2659978,363732,359302,1874678,1994821,386572,270859,4430,-120143,115713,42.81603863089464,42.59776536574799,63.69479816368431,18.910206274611152,0.5397200202395007,100.0,0
2010-05-18,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2641156,329592,328425,1914757,2046391,365023,234556,1167,-131634,130467,42.51282727583464,41.686026504328936,64.68908271987048,17.80062161224726,0.0,100.0,0
2010-05-25,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2735512,358595,338435,1996183,2140477,338847,214713,20160,-144294,124134,44.95630150430173,40.653636912020104,63.880371141092354,24.259200065289686,0.0,98.46255434954129,0
2010-06-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2820119,342021,352724,2122285,2182134,310892,240340,-10703,-59849,70552,41.84388261910908,49.6168435223144,57.347943169059924,13.764222610635418,30.406305586161704,85.45459400801619,0
2010-06-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3046422,411950,361212,2229364,2347016,357992,291078,50738,-117652,66914,49.3601873160824,44.64617628389317,56.922326820366045,34.65726313784966,9.593046283693765,84.57140637555625,0
2010-06-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3426436,315215,332701,2566027,2611098,466380,403823,-17486,-45071,62557,42.75270305045519,51.25029406489857,56.38262326126465,11.457660316791012,35.72745407277782,83.51366901584542,0
2010-06-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2607245,254185,266045,1923947,2110781,408217,209523,-11860,-186834,198694,43.42526011194698,40.96901140426951,66.93249841073437,13.370784224378898,0.0,100.0,0
2010-06-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2752345,308407,242012,2017397,2257440,397103,223455,66395,-240043,173648,51.89154059669847,37.89608493839078,63.871643441616804,39.98143324469351,0.0,94.78364823886167,1
2010-07-06,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2875146,336765,308007,2080953,2254990,425176,279897,28758,-174037,145279,48.15875596942655,43.55230026044614,60.49698530826536,27.182953950366233,17.673661408784085,88.87521243626912,0
2010-07-13,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2812693,309841,381383,2095686,2130772,385789,279161,-71542,-35086,106628,39.91786307353183,53.21275136250046,56.14456521575179,0.0,54.87895981214071,80.82533573261355,0
2010-07-20,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2814633,354454,346145,2093505,2166559,337248,272503,8309,-73054,64745,47.60482013690637,50.66140671060724,51.795916509784526,25.394992939739723,44.71270861726881,72.10232763504281,0
2010-07-27,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2780454,307833,336613,2096277,2155857,338293,249933,-28780,-59580,88360,44.741505173175455,51.54921207488366,53.961155644067716,13.599587833454185,48.32048539244011,77.02064380685795,0
2010-08-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2745286,286251,328977,2085949,2152576,351310,241957,-42726,-66627,109353,43.67768785791386,51.03200312738288,55.85931364119338,9.164345049549034,46.433591898701636,81.39287380452531,0
2010-08-10,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2752036,306101,328840,2116131,2171546,306420,228266,-22739,-55415,78154,45.671422847195885,51.85959691356754,52.40149303382736,15.520805505730895,49.43569915736429,74.89503149055284,0
2010-08-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2826725,366383,316099,2138016,2240837,288933,236396,50284,-102821,52537,52.313167486035226,48.1538892274714,49.68205782193303,38.74429136612856,36.74234411774944,69.55975707287814,0
2010-08-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2939121,444463,359756,2258024,2316087,210331,236975,84707,-58063,-26644,55.099776723848606,51.66561248794082,42.36380493891092,49.6918291798649,48.72667489577504,53.06866273451298,0
2010-08-31,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3042646,486929,388787,2370094,2383516,159220,243940,98142,-13422,-84720,56.176147230442794,54.943608589838874,37.94848046327646,53.964558765535756,60.67967794018813,40.97312472924789,0
2010-09-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3025949,418696,423337,2409538,2335654,173985,243228,-4641,73884,-69243,46.9109295103661,60.575034729721985,39.750646599747576,21.276507779007492,84.05659341689181,44.196532706854605,-1
2010-09-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3460098,407018,427551,2643557,2575843,349266,396447,-20533,67714,-47181,45.657056545464094,60.004253373509556,42.322190501482126,16.22237911689501,82.40452404604373,48.791404245393046,-1
2010-09-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2480461,193882,360525,1969989,1853350,301953,251949,-166643,116639,50004,36.102633782737215,62.98283569484835,52.03425929855157,0.0,95.50460410580742,69.0322070045653,-1
2010-09-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2570715,231338,386811,2012348,1930177,301960,228658,-155473,82171,73302,37.18486181643856,59.61448333160628,54.03254480558762,2.7274702896197414,86.27550733524157,73.8845013162718,0
2010-10-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2643979,290958,418617,1993772,1971024,330269,225358,-127659,22748,104911,39.913871069033256,54.22984157161183,56.670038816369605,9.51904223550009,70.36449951937365,80.46773467959612,0
2010-10-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2687051,273851,433501,2064639,2003098,327074,228965,-159650,61541,98109,37.875656477057206,56.96279698011375,55.92638920399871,1.7075380246473457,80.75165139997483,79.05107634376354,0
2010-10-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2689641,273142,443011,2087788,1970984,289045,235980,-169869,116804,53065,37.2217907317516,60.57435587676978,51.14047802298089,0.0,95.54878424295326,69.66972408277516,-1
2010-10-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2696003,307859,460496,2076515,1979139,281979,226718,-152637,97376,55261,39.13007535787352,58.70911669429952,51.35901768154145,4.1747927987731455,90.34677391283394,70.12708687393781,0
2010-11-02,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2709889,337198,476205,2101686,1994622,248943,217000,-139007,107064,31943,40.666388911336384,59.380804952822075,48.85995168535135,7.476929860476836,92.94081735931304,65.27062714518978,0
2010-11-09,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2801910,344847,530891,2174504,2010492,249296,227264,-186044,164012,22032,37.17897898648694,63.173144781196704,47.79542103595291,0.0,100.0,63.2064547302476,-1
2010-11-16,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2859310,365436,509247,2157355,2002361,297020,308203,-143811,154994,-11183,41.98928401118372,62.18307777887506,44.31109279140375,9.845945101623078,97.76812562646174,56.28873837848646,-1
2010-11-23,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2836389,340245,550299,2220056,1967906,250158,292254,-210054,252150,-42096,37.18030073023172,68.00150629405479,41.29385344656432,0.0,100.0,49.85046152820821,-1
2010-11-30,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2882495,330645,504968,2267789,2026387,255082,322161,-174323,241402,-67079,41.09887641382057,66.77747580346744,38.98356115752779,7.888543497266795,97.81630376701823,44.64723083075077,-1
2010-12-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2979326,333297,559426,2319535,2065834,289254,316826,-226129,253701,-27572,37.451189341556486,67.49842544725031,44.291402013349334,0.0,100.0,52.87538738378487,-1
2010-12-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3391166,359983,551402,2639601,2435711,332637,345108,-191419,203890,-12471,41.21569739902302,61.66220732453484,46.217285856428,7.4004899546504115,89.91157360899575,41.76236651663578,-1
2010-12-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2435858,282613,293737,1917982,1886790,215868,235936,-11124,31192,-20068,56.021790381557665,46.61357541140809,45.36756854314395,45.84103551424983,54.934338442593734,39.66717412408437,0
2010-12-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2479708,272250,308872,1968777,1892628,211189,250716,-36622,76149,-39527,53.952149605104914,50.0322844868933,43.17782206307962,40.40462834445219,64.03966427946466,34.300536139793486,0
2011-01-04,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2499724,290361,311076,1969414,1929918,211935,230716,-20715,39496,-18781,55.06738496466253,47.36897182219248,46.16142110872238,43.796146457636404,56.61618166499238,40.02211852440208,0
2011-01-11,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2533574,345122,309459,1941571,1983513,222060,215781,35663,-41942,6279,58.86951581477952,42.01716069066496,49.60374866482069,55.816452498065125,40.12220908000907,46.933467919865855,0
2011-01-18,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2575471,328029,321994,2003775,1968378,212240,253672,6035,35397,-41432,56.179111300502036,48.02300567489484,43.854689453984356,49.49949149615264,55.78599436145046,33.775152237225306,0
2011-01-25,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2649692,366784,346876,2049021,2026709,212713,254933,19908,22312,-42220,57.166222833012924,47.13346890988995,43.76447079941423,52.4573421772493,53.135835574710775,33.55782808225223,0
2011-02-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2707779,401779,342334,2017563,2085026,245696,237678,59445,-67463,8018,59.93607475220552,41.45929264881893,50.72437490594011,60.886992748756455,34.95333614180628,47.41307033801077,0
2011-02-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2775873,403660,406925,2131520,2085418,210755,253592,-3265,46102,-42837,53.974307353759514,49.70735067145575,44.69420331597758,47.516646305191856,57.95412197414045,33.3876643720766,0
2011-02-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2837103,443832,408673,2162852,2137552,204428,264887,35159,25300,-60459,56.80914987915395,48.363181669327716,42.79566667037129,55.70899508126467,53.74100748566059,28.527656429264848,0
2011-02-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2899999,504311,448145,2159048,2129383,202367,288198,56166,29665,-85831,58.320608026485175,48.67680673739184,40.15112913092022,60.18787991207254,54.62506886159629,18.779545091232958,0
2011-03-01,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2970595,498715,440053,2188229,2200557,251957,298291,58662,-12328,-46334,58.50641012409299,45.795113353637056,45.76923315472417,66.3440213947594,46.12005411711333,30.054351549475893,0
2011-03-08,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3037799,534578,447932,2246449,2243969,223638,312764,86646,2480,-89126,60.62570747772865,46.98693908346925,41.251161122129375,79.10443986393354,49.11917916977219,17.83895498869579,0
2011-03-15,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3595592,696413,470915,2513115,2553076,270830,456367,225498,-39961,-185537,69.06777890558163,44.00080809186629,33.28014910300725,100.0,40.5234291454681,0.0,0
2011-03-22,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2571151,336705,388753,2011304,1824035,193037,328258,-52048,187269,-135221,47.25704302305776,59.018021823975644,39.816276987539204,38.54530397872581,86.54525422081079,13.095247390241807,0
2011-03-29,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2655711,356283,375794,2047920,1905342,220839,343906,-19511,142578,-123067,49.2791698893443,55.84598206791709,41.31187041978218,45.74970052720497,77.49380245633365,16.25844869362441,0
2011-04-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2682037,378362,370868,2021601,1916601,243199,355693,7494,105000,-112494,50.959707866609754,53.254156576454854,42.64709285039707,51.729192453064144,69.88297579312356,19.0101787726654,0
2011-04-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2695345,385592,399646,2031472,1891655,245868,371631,-14054,139817,-125763,49.548977092374635,55.323057244768336,41.374865888250326,46.957998525331746,76.93460578761463,15.556787453380908,0
2011-04-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2708468,375629,430177,2076012,1841989,230237,409712,-54548,234023,-179475,46.92024758126459,60.42660153110262,36.61347412527068,37.99174982895177,96.01453384749992,1.5776967501320822,-1
2011-04-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2745754,385750,392028,2087003,1920549,234661,394837,-6278,166454,-160176,50.3047686939294,55.52715031434323,39.31570107999909,48.67977335278892,82.32950678894326,6.600456496222325,0
2011-05-03,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2816881,438683,421121,2111919,1980612,226214,375083,17562,131307,-148869,51.93486092628715,53.11469427930878,40.905239817857165,53.95846572503415,75.2110405392268,9.543217491561066,0
2011-05-10,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2707707,382180,371415,2030743,1905792,268737,404453,10765,124951,-135716,51.41701563764232,52.669048492791475,42.7827565653889,52.45346270262849,73.92373375676465,12.966418638787605,0
2011-05-17,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2725544,394409,361364,2048109,1914276,243807,410685,33045,133833,-166878,53.068917445646065,53.25922590391707,39.57472975303343,57.38673728541473,75.72264169286107,4.8561932795635965,0
2011-05-24,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2803618,414291,424621,2103621,1875899,251504,468896,-10330,227722,-217392,49.537545153041016,59.0692235789117,34.99400687566052,47.78257278683515,94.73836644090865,0.0,0
2011-05-31,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2866938,427011,466885,2172707,1891686,240591,481738,-39874,281021,-241147,47.23209884886506,61.95996964615361,33.05625709347417,41.24089126646547,100.0,0.0,-1
2011-06-07,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3009071,523960,481892,2196902,2025732,246572,459810,42068,171170,-213238,53.672088913186364,53.56346953242573,37.439336081507875,59.384624922779196,78.91794482059785,6.345247487160133,0
2011-06-14,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3425322,499928,432308,2491362,2353928,334395,539449,67620,137434,-205054,55.49605560644199,51.26579224277342,38.70666283349223,65.04239117678969,72.44350022262141,8.205919866497212,0
2011-06-21,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2537969,282047,363500,1934553,1892579,282364,242885,-81453,41974,39479,44.490738194514755,45.33917994972951,62.89399574244809,32.03440006908356,54.12329387560837,67.65414240769537,0
2011-06-28,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2516434,289179,333946,1954773,1883361,230691,257336,-44767,71412,-26645,47.26244022804317,47.36017314270925,56.411413686796415,40.15747508452772,53.93795955680375,55.50920486716733,0
2011-07-05,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2494190,309913,400113,1925753,1803886,220096,251763,-90200,121867,-31667,44.31154546072201,50.723065624845816,55.93982625369987,30.09762480985415,58.536585365853654,59.7660485021398,0
2011-07-12,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2601431,361033,342757,1949769,1958999,243357,252403,18276,-9230,-9046,52.01506858490752,43.03084651735735,57.656933121539446,54.116560790209626,24.382688710458993,66.21997146932954,0
2011-07-19,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2599222,301786,346296,2010637,1924766,228633,269994,-44510,85871,-41361,47.886047911134824,49.06528726382813,54.39562285423995,40.214380451124484,49.158768451602484,57.00028530670471,0
2011-07-26,13874A,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2581474,324025,374910,1996102,1884495,218067,278789,-50885,111607,-60722,47.47397361755853,50.59056113405584,52.4802863578784,38.80281736920069,55.8636105480901,51.476462196861625,0
