report_date_as_yyyy_mm_dd,cftc_contract_market_code,market_and_exchange_names,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all,noncomm_net,comm_net,nonrept_net,rsi_noncomm_net,rsi_comm_net,rsi_nonrept_net,ci_noncomm_net,ci_comm_net,ci_nonrept_net,cot_signal
2010-09-14,88691,GOLD - COMMODITY EXCHANGE INC.,594058,286237,41976,171449,464388,70252,21574,244261,-292939,48678,60.499602671057886,39.325003335895794,56.35648764026496,79.59690622706486,15.209866719713547,79.80656241525807,1
2010-09-21,88691,GOLD - COMMODITY EXCHANGE INC.,597592,286568,42555,173670,465978,70663,22368,244013,-292308,48295,60.38424243227229,39.57456942026078,55.84901208347989,79.3168859030091,15.837477620847423,78.07556720600198,1
2010-09-28,88691,GOLD - COMMODITY EXCHANGE INC.,619408,297272,39623,182276,485016,73213,28122,257649,-302740,45091,64.40337592429321,36.87421082172211,51.65828292586656,94.71348726923729,5.461507857569127,63.59486576877881,1
2010-10-05,88691,GOLD - COMMODITY EXCHANGE INC.,617204,300571,40951,179071,478569,67580,27702,259620,-299498,39878,64.95679308753661,38.28361589767458,45.65556762435494,96.93897137695477,8.686095086532724,40.0343487300009,1
2010-10-12,88691,GOLD - COMMODITY EXCHANGE INC.,616382,304564,48690,177524,477546,67248,23100,255874,-300022,44148,62.9535669142381,38.13541173221636,50.708090150730065,92.70930954666065,8.164909488760692,59.33291150682455,1
2010-10-19,88691,GOLD - COMMODITY EXCHANGE INC.,630626,299275,49523,177820,470902,68794,25464,249752,-293082,43330,59.71255023923164,41.372550578659975,49.75378031971559,85.79687235363858,15.067634772229956,55.635903461990424,0
2010-10-26,88691,GOLD - COMMODITY EXCHANGE INC.,607582,283153,44067,174257,456692,70280,26931,239086,-282435,43349,54.452701095319235,46.03766599970376,49.777422967820776,73.75374019082031,25.65744977123533,55.72177528699268,0
2010-11-02,88691,GOLD - COMMODITY EXCHANGE INC.,618381,282707,52479,184286,460898,68861,22477,230228,-276612,46384,50.476098191818586,48.45348780441261,53.53820759826663,63.75204651950545,31.449174457927192,69.43866943866944,0
2010-11-09,88691,GOLD - COMMODITY EXCHANGE INC.,650764,298005,51826,181532,472485,71227,26453,246179,-290953,44774,56.619690232184624,43.310825981403205,51.341850987299445,81.76254728165753,17.18519992042968,62.16216216216216,0
2010-11-16,88691,GOLD - COMMODITY EXCHANGE INC.,637435,267157,48678,189737,454645,74949,28520,218479,-264908,46429,45.95761913262928,53.0556845822074,53.45564586880368,50.486083667362955,43.09031231350706,69.64205007683269,0
2010-11-23,88691,GOLD - COMMODITY EXCHANGE INC.,622712,261969,40640,191319,455212,78344,35780,221329,-263893,42564,47.06218064682912,53.39193501291377,48.19056048182734,55.39986488690102,44.09986075193953,52.17391304347826,0
2010-11-30,88691,GOLD - COMMODITY EXCHANGE INC.,600158,265824,38217,183793,454262,69888,27026,227607,-270469,42862,49.51022887835254,50.850630950237665,48.61083671714147,62.71227898525403,34.674297606659735,53.52074482509265,0
2010-12-07,88691,GOLD - COMMODITY EXCHANGE INC.,603632,269504,36753,181151,459824,73838,27916,232751,-278673,45922,51.489713332666184,47.7942654293947,52.841207745970586,68.70384606424861,26.13735691987513,67.35062822019344,0
2010-12-14,88691,GOLD - COMMODITY EXCHANGE INC.,594652,259917,39722,184736,452871,72429,24489,220195,-268135,47940,46.67904228525134,51.80162717751233,55.44602799405135,54.07901786754257,36.407537165041184,76.47111994938082,0
2010-12-21,88691,GOLD - COMMODITY EXCHANGE INC.,582133,251722,45298,194090,445898,68796,23412,206424,-251808,45384,42.0398228131152,57.27388582225066,51.56127754708186,38.03899643580963,53.58499300360866,64.91909970170839,0
2010-12-28,88691,GOLD - COMMODITY EXCHANGE INC.,594490,258145,42357,190440,450210,72712,28730,215788,-259770,43982,45.971910568455506,54.05104540626306,49.51211680438867,48.94588487432152,45.208261002219906,58.582662930489015,0
2011-01-04,88691,GOLD - COMMODITY EXCHANGE INC.,592613,250305,47987,193319,447901,79992,27728,202318,-254582,52264,41.59994140358096,55.79647189806299,59.700849059449936,33.256458639084954,50.66649833243906,96.01373949200035,0
2011-01-11,88691,GOLD - COMMODITY EXCHANGE INC.,588179,234333,56961,201336,426400,69993,22301,177372,-225064,47692,34.967580814184274,64.14246472365686,53.30554688327491,4.200153749388496,81.72205914843923,78.47862926002635,-1
2011-01-18,88691,GOLD - COMMODITY EXCHANGE INC.,587832,237404,72411,201589,408060,67532,26054,164993,-206471,41478,32.222215529798376,68.21355104046545,46.08040241152113,0.0,100.0,49.22801732253813,-1
2011-01-25,88691,GOLD - COMMODITY EXCHANGE INC.,506047,232725,72136,181815,379298,65960,29066,160589,-197483,36894,31.281268160448477,69.98745837519756,41.60085225627514,0.0,100.0,27.65016004518923,-1
2011-02-01,88691,GOLD - COMMODITY EXCHANGE INC.,462907,212265,61071,159816,353013,65579,23576,151194,-193197,42003,29.314612826782692,70.82362725719896,47.70285121968519,0.0,100.0,51.6993033327057,-1
2011-02-08,88691,GOLD - COMMODITY EXCHANGE INC.,469779,226799,59706,154774,364685,66290,23472,167093,-209911,42818,36.581037024941466,63.404937354916974,48.62504766047095,14.663457104384559,84.74206475995729,55.53568066277538,-1
2011-02-15,88691,GOLD - COMMODITY EXCHANGE INC.,473345,230943,58099,153168,371794,67706,21924,172844,-218626,45782,39.02287201815328,59.88267330888716,51.94398074717468,19.967535461974066,76.78628483791753,64.65456131741098,0
2011-02-22,88691,GOLD - COMMODITY EXCHANGE INC.,502119,246967,66543,157951,389757,73441,22059,180424,-231806,51382,42.182714242586115,54.91427098169887,57.52683398098163,26.95847859369524,64.75447997589987,95.19057745787666,0
2011-03-01,88691,GOLD - COMMODITY EXCHANGE INC.,515784,257754,60501,155830,406426,74208,20865,197253,-250596,53343,48.55656879369928,48.70950576661956,59.30952244817907,42.47966354933318,47.60139853756059,100.0,0
2011-03-08,88691,GOLD - COMMODITY EXCHANGE INC.,515214,253434,62494,152903,400367,76671,20147,190940,-247464,56524,46.48627783797518,49.72912088626902,62.0892006426141,36.65725932894324,50.46054973845887,100.0,0
2011-03-15,88691,GOLD - COMMODITY EXCHANGE INC.,507760,240661,66090,168330,388484,67298,21715,174571,-220154,45583,41.54058596074509,57.63716417158357,49.55106972423809,21.56032685887149,75.39139881142565,51.586353378468075,0
2011-03-22,88691,GOLD - COMMODITY EXCHANGE INC.,509131,231512,56675,162616,387415,71403,21441,174837,-224799,49962,41.64922678922304,56.02292804403112,53.59055232655915,21.805655470090198,71.15105483691336,70.96331696092747,0
2011-03-29,88691,GOLD - COMMODITY EXCHANGE INC.,492087,242343,49222,158429,399198,68509,20861,193121,-240769,47648,48.70561830894625,50.75931349137693,51.25503338589084,38.66876948333425,56.57230493961275,55.64217891054473,0
2011-04-05,88691,GOLD - COMMODITY EXCHANGE INC.,508956,259792,55086,157327,415992,75706,21747,204706,-258665,53959,52.61565177216769,45.59009904384653,56.78643018241907,49.35347610351761,40.235341372794245,87.18140929535232,0
2011-04-12,88691,GOLD - COMMODITY EXCHANGE INC.,514871,261335,59590,157498,411186,71591,19648,201745,-253688,51943,51.53438020035185,47.200503428910174,54.65291660509792,46.622581299688264,44.77876267766996,77.10644677661169,0
2011-04-19,88691,GOLD - COMMODITY EXCHANGE INC.,537946,274208,59282,157793,424341,75505,23883,214926,-266548,51622,55.88089497649146,43.60888643865187,54.30307260132384,58.77925958718389,33.039080543713425,75.50224887556222,0
2011-04-26,88691,GOLD - COMMODITY EXCHANGE INC.,530132,260607,59341,167035,416029,74128,26400,201266,-248994,47728,50.796617908174106,49.28204508728197,50.112416390904116,46.18080534189217,49.063837944916614,56.04197901049476,0
2011-05-03,88691,GOLD - COMMODITY EXCHANGE INC.,522323,259440,66784,161934,402036,73312,25866,192656,-240102,47446,47.84192956233591,51.92068756561972,49.81261419526241,38.23990555770756,57.181198250915166,54.63268365817091,0
2011-05-10,88691,GOLD - COMMODITY EXCHANGE INC.,510151,240975,64636,178418,399999,69014,23772,176339,-221581,45242,42.76514560685621,56.94515988826339,47.42458218956927,23.19093206426503,74.08871402097806,43.618190904547724,0
2011-05-17,88691,GOLD - COMMODITY EXCHANGE INC.,509164,227421,62818,189113,396062,64827,22481,164603,-206949,42346,39.51704877018843,60.46064850460164,44.411779863489976,12.366959954254515,87.44602576157308,29.145427286356824,-1
2011-05-24,88691,GOLD - COMMODITY EXCHANGE INC.,531180,240461,68067,185259,402496,67295,22452,172394,-217237,44843,42.63210380583304,56.94022554469981,47.50822272332604,19.552505856528875,78.05428005440785,41.62418790604698,0
2011-05-31,88691,GOLD - COMMODITY EXCHANGE INC.,501400,247185,55411,170783,411291,67515,18781,191774,-240508,48734,49.587420670690065,49.86719180355887,51.99556347633969,37.42644753103499,56.810567539687604,61.06946526736632,0
2011-06-07,88691,GOLD - COMMODITY EXCHANGE INC.,502251,251837,53129,168869,416553,67336,18360,198708,-247684,48976,51.83737099515416,47.89159674587922,52.26886268447489,43.8215926069393,50.25971536291684,62.27886056971514,0
2011-06-14,88691,GOLD - COMMODITY EXCHANGE INC.,497780,247713,56018,171824,409253,63973,18239,191695,-237429,45734,49.434297449051364,50.88610369828431,48.301516556824986,37.353586778079055,59.62133591375076,46.07696151924038,0
2011-06-21,88691,GOLD - COMMODITY EXCHANGE INC.,515016,262254,59027,167811,419058,68020,20000,203227,-251247,48020,53.27049328652683,46.96934953966614,51.11889971010281,47.98941213362109,47.007111362661234,57.50124937531235,0
2011-06-28,88691,GOLD - COMMODITY EXCHANGE INC.,495761,225982,60080,177824,386579,67244,24391,165902,-208755,42853,42.129764096020885,57.741212396153074,45.1320289031707,13.565012081972958,85.7973581150781,31.679160419790104,0
2011-07-05,88691,GOLD - COMMODITY EXCHANGE INC.,489782,219889,62114,177118,379120,65082,20855,157775,-202002,44227,40.16033931039605,59.16096790420017,46.91253446880452,6.069577407632855,91.96206056069306,38.545727136431786,0
2011-07-12,88691,GOLD - COMMODITY EXCHANGE INC.,520202,262515,64918,167806,412055,69869,23217,197597,-244249,46652,52.00065265656479,48.24150687802518,49.99666732868659,42.796930625495726,53.395470271948,50.66466766616692,0
2011-07-19,88691,GOLD - COMMODITY EXCHANGE INC.,542342,277492,58195,162395,426209,67724,23207,219297,-263814,44517,56.994336830447864,44.175088829721304,47.386510312775734,62.81058048807482,35.53490410158568,39.99500249875062,0
2011-07-26,88691,GOLD - COMMODITY EXCHANGE INC.,536454,278473,42856,158260,441233,75457,28101,235617,-282973,47356,60.33645904247053,40.56879631776298,51.046356194143776,77.86232084555364,18.04496864245091,54.18290854572714,0
2011-08-02,88691,GOLD - COMMODITY EXCHANGE INC.,529403,291974,44799,155014,442648,66701,26242,247175,-287634,40459,62.55582134742433,39.7192721297487,43.186827435952324,88.52212568941029,13.79001853153556,18.16097809475293,1
2011-08-09,88691,GOLD - COMMODITY EXCHANGE INC.,510223,259388,55815,163472,412678,72938,27305,203573,-249206,45633,50.96928415181994,49.16985028132419,49.471968399146874,48.308523785807836,48.870306637576114,44.51859398879267,0
2011-08-16,88691,GOLD - COMMODITY EXCHANGE INC.,514107,263954,63868,160562,409409,70510,21749,200086,-248847,48761,50.16898661852506,49.24989785284507,52.866797623224635,45.09250548761367,49.198031823119685,60.45338767193071,0
2011-08-23,88691,GOLD - COMMODITY EXCHANGE INC.,528520,258641,70960,175150,405586,69953,27198,187681,-230436,42755,47.32230844958524,53.31069928958215,46.41804569508111,33.65152269750798,66.00513040541158,29.857361181864494,0
2011-08-30,88691,GOLD - COMMODITY EXCHANGE INC.,509326,237230,60283,176476,393831,66111,25703,176947,-217355,40408,44.94578804600023,56.00430057546022,44.151569022112795,23.75168317562208,77.94655979843532,17.901171676006115,0
2011-09-06,88691,GOLD - COMMODITY EXCHANGE INC.,523294,248457,64086,174101,401815,69631,26288,184371,-227714,43343,46.93087091481123,53.378026624324505,47.59742207861932,30.59874937745559,68.48999936098153,32.85277636271014,0
2011-09-13,88691,GOLD - COMMODITY EXCHANGE INC.,512068,235395,66548,183452,393920,64576,22955,168847,-210468,41621,43.40641289226679,56.99382878519762,45.81147028408209,16.281150277608692,84.23358863642588,24.080489047376464,0
2011-09-20,88691,GOLD - COMMODITY EXCHANGE INC.,499356,212809,62280,187257,384885,69140,22041,150529,-197628,47099,39.62493635308677,59.51154369680729,51.983781547954585,0.0,95.95501309987858,51.98675496688742,0
2011-09-27,88691,GOLD - COMMODITY EXCHANGE INC.,465414,181723,53922,192457,359140,63231,24349,127801,-166683,38882,35.493302962141655,64.85208722494696,43.90524335491074,0.0,100.0,10.127356087620988,-1
2011-10-04,88691,GOLD - COMMODITY EXCHANGE INC.,436920,180635,47479,180289,345040,53877,22282,133156,-164751,31595,37.155950900187634,65.16106019607196,38.23108214405892,4.1812091541542715,100.0,0.0,-1
2011-10-11,88691,GOLD - COMMODITY EXCHANGE INC.,438090,179125,44623,179749,348227,56839,22863,134502,-168478,33976,37.59137292169213,63.992405155338155,40.91788987305413,5.494829890693803,97.09579135205055,9.551125195555377,-1
2011-10-18,88691,GOLD - COMMODITY EXCHANGE INC.,437739,175224,48246,182341,341494,56916,24741,126978,-159153,32175,36.08623527953813,65.65226139382472,39.5176678519233,0.0,100.0,2.3266075654859804,-1
2011-10-25,88691,GOLD - COMMODITY EXCHANGE INC.,443723,182146,52425,175677,343791,62382,23989,129721,-168114,38393,37.07540354064194,62.66289507029462,46.34450535388273,2.282086907327138,93.20106221547799,27.2694452244374,-1
2011-11-01,88691,GOLD - COMMODITY EXCHANGE INC.,442435,183149,43204,170316,352716,63538,21083,139945,-182400,42455,40.75585365821385,58.11940620453358,50.29174453493841,10.788122831684651,82.3619119878604,43.56372096754784,0
2011-11-08,88691,GOLD - COMMODITY EXCHANGE INC.,464982,200186,44479,170248,367183,75990,34762,155707,-196935,41228,45.99972066794216,53.841919936766665,49.11632096289732,23.901594881735814,70.59331729983421,38.64174254883871,0
2011-11-15,88691,GOLD - COMMODITY EXCHANGE INC.,470490,205417,46203,170594,374757,68197,23248,159214,-204163,44949,47.121214326734396,51.80024290621255,52.72485151971415,26.819304974333804,64.96758275542686,53.56813349913755,0
2011-11-22,88691,GOLD - COMMODITY EXCHANGE INC.,457070,194066,33096,170098,362511,67684,36241,160970,-192413,31443,47.70683869838442,54.80079847330174,41.28137885926014,28.280239939432768,74.11290385348806,0.0,0
2011-11-29,88691,GOLD - COMMODITY EXCHANGE INC.,423176,186031,31238,151929,345474,62263,23511,154793,-193545,38752,45.78592677847386,54.44912390407764,47.874736508587844,23.14117656846677,73.23183972727485,29.141581276663608,0
2011-12-06,88691,GOLD - COMMODITY EXCHANGE INC.,422956,192752,33041,142443,343943,64003,22214,159711,-201500,41789,47.59515703869505,51.927225222822514,50.368524260364076,27.23279283176785,67.04026276258746,41.2503488696623,0
2011-12-13,88691,GOLD - COMMODITY EXCHANGE INC.,427699,184468,33965,152357,338574,61248,25534,150503,-186217,35714,44.59444683116312,56.13107194995157,45.662471300526526,19.572035907718163,78.9354067916657,17.028826601810135,0
2011-12-20,88691,GOLD - COMMODITY EXCHANGE INC.,423465,172973,39037,159783,324337,56607,25989,133936,-164554,30618,39.73987398707319,61.29740540199436,42.108339570229994,5.788830004076641,95.79626559569118,0.0,-1
2011-12-27,88691,GOLD - COMMODITY EXCHANGE INC.,418945,167413,36625,162522,326454,57327,24183,130788,-163932,33144,38.8739018675604,61.43783004994534,44.41773835384344,3.1697962511543545,96.28038386998855,9.750636918088473,-1
2012-01-03,88691,GOLD - COMMODITY EXCHANGE INC.,423275,169339,38368,164117,325960,56462,25590,130971,-161843,30872,38.957176569436584,61.937329775374245,42.76526758927756,3.3220463073121627,97.90630521244387,0.9804678452868062,-1
2012-01-10,88691,GOLD - COMMODITY EXCHANGE INC.,417923,166262,33502,160949,327523,57358,23544,132760,-166574,33814,39.82031461398983,60.040546898281704,45.58813190933768,4.81043620057073,94.2240486920245,12.336910368254458,-1
2012-01-17,88691,GOLD - COMMODITY EXCHANGE INC.,432838,167373,31344,172691,345667,58713,21766,136029,-172976,36947,41.44948179591098,57.47550002597206,48.5010681512455,7.530138023411566,89.24121076268086,24.430633830000772,0
2012-01-24,88691,GOLD - COMMODITY EXCHANGE INC.,427032,173479,31256,164048,343816,59987,22442,142223,-179768,37545,44.51452106462258,54.80062868465052,49.06160998403266,12.683344842217359,83.95482600540157,26.738979387014588,0
2012-01-31,88691,GOLD - COMMODITY EXCHANGE INC.,425133,197478,26119,147555,357417,57493,18990,171359,-209862,38503,56.14436981467071,44.842516044248775,50.00052070448652,36.9235505045883,60.531907441567235,30.436964409789237,0
2012-02-07,88691,GOLD - COMMODITY EXCHANGE INC.,436061,207620,30113,143085,364157,61815,18250,177507,-221072,43565,58.13825729023556,41.79578341990835,54.74696224810067,42.03848681747465,51.80688195141694,49.97683934223732,0
2012-02-14,88691,GOLD - COMMODITY EXCHANGE INC.,431164,200332,32912,146818,356226,59296,17308,167420,-209408,41988,53.81518062796827,45.91352978111018,53.05714111924898,33.64643044335549,60.88526708229233,43.88944646027947,0
2012-02-21,88691,GOLD - COMMODITY EXCHANGE INC.,456676,214343,33382,146004,375306,66423,18082,180961,-229302,48341,58.29809294249555,40.63336776151407,58.60089011540078,44.91210263151327,45.40126555677493,68.41272292133097,0
2012-02-28,88691,GOLD - COMMODITY EXCHANGE INC.,479044,231050,37830,145061,390412,70372,18241,193220,-245351,52131,61.90335407534,36.9423847931077,61.5203978770616,55.1111924590464,32.90992442462309,83.04253840809079,0
2012-03-06,88691,GOLD - COMMODITY EXCHANGE INC.,443249,198112,34847,152969,353177,58409,21466,163265,-200208,36943,50.430466058659945,50.54927815211911,47.1657780363208,30.18960539780527,68.04585892077428,27.098239149993574,0
2012-03-13,88691,GOLD - COMMODITY EXCHANGE INC.,442319,190477,39571,151435,343123,61950,21168,150906,-191688,40782,46.593543728497984,52.62699441773679,50.32112088654932,19.907318818273335,74.67718962336843,43.5456921297288,0
2012-03-20,88691,GOLD - COMMODITY EXCHANGE INC.,431039,175009,43546,166859,332997,57452,22777,131463,-166138,34675,41.273383346827465,58.287047775084105,45.65053266719368,3.731374327146268,94.56339847915257,17.3814318152607,0
2012-03-27,88691,GOLD - COMMODITY EXCHANGE INC.,417304,182369,34548,152335,337411,59941,22686,147821,-185076,37255,46.77931772601931,53.21213949139172,47.85259906713745,17.340699019110296,79.82347584467743,28.43494280450709,0
2012-04-03,88691,GOLD - COMMODITY EXCHANGE INC.,407761,175592,33827,155751,333215,56017,20318,141765,-177464,35699,45.09372552542911,54.91144628827097,46.625627832480916,12.302303718062847,85.74808726582141,23.618277320689813,0
2012-04-10,88691,GOLD - COMMODITY EXCHANGE INC.,403989,170996,34343,148103,319152,57323,22927,136653,-171049,34396,43.663492626846796,56.35025443779962,45.57185958733689,8.04928575588409,90.7410434227629,17.561474457304886,0
2012-04-17,88691,GOLD - COMMODITY EXCHANGE INC.,398526,168700,26695,145730,321821,55336,21250,142005,-176091,34086,45.608544854219225,54.86825314706845,45.30949116679338,12.50197592285997,86.81672776519486,16.120485287965415,0
2012-04-24,88691,GOLD - COMMODITY EXCHANGE INC.,395389,165003,30009,148994,316231,54653,22410,134994,-167237,32243,43.490271455685885,57.00658921066562,43.69872713977131,6.669051640223966,93.7080190845339,7.553572258634314,0
2012-05-01,88691,GOLD - COMMODITY EXCHANGE INC.,411972,169568,29175,153584,331587,57789,20179,140393,-178003,37610,45.5861369101994,53.67634347037988,49.346101248263004,11.160844280639285,85.32856998311034,32.501278296843765,0
2012-05-08,88691,GOLD - COMMODITY EXCHANGE INC.,417798,166130,42827,161037,312492,54091,25939,123303,-151455,28152,40.46953309008949,59.89766939696184,41.454694000309054,0.0,100.0,0.0,0
2012-05-15,88691,GOLD - COMMODITY EXCHANGE INC.,422091,164051,49909,170616,309533,51995,27220,114142,-138917,24775,38.00691469000175,62.461769951413125,39.05323560645273,0.0,100.0,0.0,-1
2012-05-22,88691,GOLD - COMMODITY EXCHANGE INC.,435706,169551,54400,172750,308348,52551,32104,115151,-135598,20447,38.45115889652256,63.13375257553108,36.1619310438638,0.7584584276081875,100.0,0.0,-1
2012-05-29,88691,GOLD - COMMODITY EXCHANGE INC.,419991,167439,56727,170208,300917,49856,29859,110712,-130709,19997,37.18855679313275,64.15175683898767,35.8646186712664,0.0,100.0,0.0,-1
2012-06-05,88691,GOLD - COMMODITY EXCHANGE INC.,423941,183962,55098,154597,310719,55238,27980,128864,-156122,27258,45.123877969077235,55.56305780859797,43.88199385711989,13.301774107267173,83.80563963676916,22.596004232277338,0
2012-06-12,88691,GOLD - COMMODITY EXCHANGE INC.,412244,181259,48944,147076,305866,53770,27295,132315,-158790,26475,46.50751963850373,54.73455310453413,43.25406354409889,15.830664722305679,82.1054643938187,20.15933279392544,0
2012-06-19,88691,GOLD - COMMODITY EXCHANGE INC.,418492,184393,47989,150812,314503,53380,26093,136404,-163691,27287,48.1749093764736,53.166255514569016,44.14665603068569,18.827081333401726,78.98231639318145,22.686251322586667,0
2012-06-26,88691,GOLD - COMMODITY EXCHANGE INC.,413618,174589,51970,155729,299889,52848,31307,122619,-144160,21541,43.277353226968266,58.294667930520866,39.42121118327723,8.72544206121806,91.42838935797354,4.804879566813967,0
2012-07-03,88691,GOLD - COMMODITY EXCHANGE INC.,425068,187263,50048,154926,321563,54162,24740,137215,-166637,29422,49.16975665993277,51.328680171563406,47.691448454173816,19.42138161992628,77.10498645849928,29.33030435053215,0
2012-07-10,88691,GOLD - COMMODITY EXCHANGE INC.,429854,182156,55921,163399,316165,54067,27536,126235,-152766,26531,45.35299430138818,54.90958070326857,45.25096068842555,11.37524457178869,85.944240879401,20.333603037281385,0
2012-07-17,88691,GOLD - COMMODITY EXCHANGE INC.,431317,180474,51515,162570,321389,55780,25920,128959,-158819,29860,46.46328882182345,53.074510361805906,48.517911996436915,13.371390047119,82.08698422813447,30.693346611066158,0
2012-07-24,88691,GOLD - COMMODITY EXCHANGE INC.,420296,166085,53108,166448,302693,53970,30702,112977,-136245,23268,41.177168847086705,58.62763551037373,43.040990648461694,1.6597905659409509,96.47220009558707,10.179249393166117,0
2012-07-31,88691,GOLD - COMMODITY EXCHANGE INC.,403403,171331,45267,155355,311367,54420,24472,126064,-156012,29948,46.5406235451797,52.74189266095506,49.288216841538514,16.532236353259172,78.646716794518,30.967199850625505,0
2012-08-07,88691,GOLD - COMMODITY EXCHANGE INC.,388254,163082,47582,149011,295429,55131,24213,115500,-146418,30918,43.12258866174225,55.09806780127598,50.14333858931695,5.357262738604068,86.70283905263337,33.98580942304101,0
2012-08-14,88691,GOLD - COMMODITY EXCHANGE INC.,388187,161435,47131,147418,291358,54016,24380,114304,-143940,29636,42.73988282069321,55.71225545178741,48.96808082881427,4.353517234692394,88.45885452103069,29.996265637642374,0
2012-08-21,88691,GOLD - COMMODITY EXCHANGE INC.,398747,170780,40096,137903,309125,63811,23273,130684,-171222,40538,49.36749493200498,47.93774214844086,57.98617796145021,24.206137586658265,64.66129341777011,63.922947656687626,0
2012-08-28,88691,GOLD - COMMODITY EXCHANGE INC.,426559,194680,36189,139050,342674,68312,23179,158491,-203624,45133,58.210450832567425,40.67741609739212,61.1059322821292,57.90832404130508,36.39765530957241,78.22244351776934,0
2012-09-04,88691,GOLD - COMMODITY EXCHANGE INC.,444489,204945,34481,139746,359132,71585,22663,170464,-219386,48922,61.341211127850535,37.68723804607397,63.51196979913626,72.41964415571823,22.648767467420317,90.01369266197796,0
2012-09-11,88691,GOLD - COMMODITY EXCHANGE INC.,460531,214403,32387,143148,380239,74913,19838,182016,-237091,55075,64.13319976522573,34.609651928682354,67.07405475918975,86.42071071896058,7.205038293121195,100.0,1
2012-09-18,88691,GOLD - COMMODITY EXCHANGE INC.,478609,224988,33873,148802,398435,76888,18370,191115,-249633,58518,66.20361214658016,32.57999574876479,68.90342338560546,97.44873224414602,0.0,100.0,1
2012-09-25,88691,GOLD - COMMODITY EXCHANGE INC.,489516,233994,30098,144506,406861,78375,19916,203896,-262355,58459,68.91775357818602,30.618520961275735,68.83284716770743,100.0,0.0,99.84683679032216,1
2012-10-02,88691,GOLD - COMMODITY EXCHANGE INC.,480908,239434,31108,136250,405520,78497,17553,208326,-269270,60944,69.82238299551446,29.576213710113294,70.21657685296854,100.0,0.0,100.0,1
2012-10-09,88691,GOLD - COMMODITY EXCHANGE INC.,484359,247401,35452,131714,398702,73057,18018,211949,-266988,55039,70.57660700060268,30.4180282472487,63.052879284135344,100.0,1.6469280677824205,85.57891909053166,1
2012-10-16,88691,GOLD - COMMODITY EXCHANGE INC.,462826,232988,38968,129500,376883,72242,18879,194020,-247383,53363,62.281080359803475,37.34708648867592,61.146079892195345,82.2900718116894,15.795931033985031,81.48582313722616,1
2012-10-23,88691,GOLD - COMMODITY EXCHANGE INC.,455836,222095,40052,132859,365524,69881,19259,182043,-232665,50622,57.4252578255262,42.0153678376623,58.053991697887916,70.45941701156691,26.417967537763154,74.79180403936796,0
2012-10-30,88691,GOLD - COMMODITY EXCHANGE INC.,454742,207532,37310,144346,367110,73513,20971,170222,-222764,52542,53.030609393102736,44.9850593962625,59.59530854159078,58.78285607040904,33.563556844999674,79.48079224363201,0
2012-11-06,88691,GOLD - COMMODITY EXCHANGE INC.,447154,196504,36331,144788,352530,69617,22048,160173,-207742,47569,49.55850560745502,49.23331486482257,54.054940753874696,48.856643322105555,44.40499130346923,67.33582435831686,0
2012-11-13,88691,GOLD - COMMODITY EXCHANGE INC.,459761,207847,36253,144488,369283,74102,20901,171594,-224795,53201,53.300828250032076,44.98644128167284,58.73389571369714,60.138091804379826,32.09777643059735,81.09018975749139,0
2012-11-20,88691,GOLD - COMMODITY EXCHANGE INC.,474129,217433,36618,145098,381162,72677,17428,180815,-236064,55249,56.13073554861473,42.384561533333475,60.316498842471205,69.24642176279423,23.96489632724937,86.09177717537304,0
2012-11-27,88691,GOLD - COMMODITY EXCHANGE INC.,479373,228431,28024,141117,399829,79775,21470,200407,-258712,58305,61.47287333598548,37.66914071952153,62.62018732090183,88.59902999891344,7.619748702737422,93.55508340049332,1
2012-12-04,88691,GOLD - COMMODITY EXCHANGE INC.,434416,202177,36441,135887,353483,73578,21718,165736,-217596,51860,49.893804561336424,48.804626370941264,55.32569751498545,54.35166984402936,37.29332207475408,77.81522455857572,0
2012-12-11,88691,GOLD - COMMODITY EXCHANGE INC.,433586,201955,38256,135772,350652,71639,20458,163699,-214880,51181,49.30617882133543,49.4471005961477,54.60403059804657,52.33955964716458,39.25346959101046,76.15698341758859,0
2012-12-18,88691,GOLD - COMMODITY EXCHANGE INC.,435742,202641,44860,137780,339914,68859,24506,157781,-202134,44353,47.55387769061281,52.46214299851691,47.845402730727486,46.493870817981566,48.452306204487556,59.48176911617457,0
2012-12-24,88691,GOLD - COMMODITY EXCHANGE INC.,426300,200436,50340,139479,327143,62201,24633,150096,-187664,37568,45.30232813234721,55.692870094050654,42.2492010573994,38.90277270168021,58.895360166280554,42.91156861308521,0
2012-12-31,88691,GOLD - COMMODITY EXCHANGE INC.,427991,198660,50141,143210,331869,64468,24328,148519,-188659,40140,44.833225292569516,55.41398884168037,44.88104372430883,37.345041832531585,58.1772648869451,49.192859061713925,0
2013-01-08,88691,GOLD - COMMODITY EXCHANGE INC.,441304,193869,51061,152103,330575,60773,25109,142808,-178472,35664,43.09294629515519,57.7468389457601,41.34941460496782,31.703823700820845,65.52926148050318,38.26165531052336,0
2013-01-15,88691,GOLD - COMMODITY EXCHANGE INC.,447773,192955,47839,156010,341123,64262,24265,145116,-185113,39997,44.03835093045996,55.70076542677735,45.79600127720263,33.98362258857928,60.73642655581296,48.84362712775051,0
